genre,title,thumbnail,year,synopsis,duration,uuid
Comedy|Drama,bruce almighty,https://i.imgur.com/BR9EUGh.mp4,2016,Worried heâ€™s lost his artistic edge a wealthy expat novelist returns to his backwater hometown in Argentina where heâ€™s regarded as a local hero.,124,dff9e317-a319-4d32-86e3-dbc4390593e1
Action|Adventure|Thriller,the expendables,https://i.imgur.com/KNgrqaP.mp4,2016,Child psychologist Tom Seymour's testimony helped convict a boy of murder. Years later their paths cross again raising uncomfortable questions.,121,44f21478-669d-4875-a8e6-25beb4a330d8
Action|Adventure|Thriller,mission: impossible,https://i.imgur.com/j3qBgq8.mp4,2016,When a Chinese family's soup shop is targeted for sabotage by a competitor two guardians from the spirit world leave retirement to protect them.,139,6b81c6a0-97d8-4a0a-b6c2-92e3dc443e8f
Adventure|Drama|Sci-Fi|Thriller,the hunger games,https://i.imgur.com/QzJe4nJ.mp4,2016,In a last-ditch effort to prevent suicide a clinically depressed young man travels to the Amazon to engage in an ancient hallucinatory ritual.,149,bc550a11-028e-4c67-afc2-75a6fef39f1d
Comedy,the hangover part ii,https://i.imgur.com/O6XpreV.mp4,2017,While settling the affairs of his murdered mother and brother a man partners with a local thug in a life insurance scam putting him on a dark path.,147,d31a5a0a-8013-4a79-a905-3f884cd058ba
Action,batman returns,https://i.imgur.com/TYDj9ud.mp4,2014,In his tiny meadow village curious little mouse Tip enjoys fun and adventure while learning about the world with his furry friends and family.,137,26d36bad-fc53-45ea-bbfa-0c7ac050f60e
Adventure|Animation|Comedy|Family,over the hedge,https://i.imgur.com/yinQyyT.mp4,2016,This quirky examination of Argentina's culture customs and cuisine slices into the country's traditional barbecue â€“ which is both meal and ritual.,131,31120ac1-3347-4fd7-a063-209aa99b71d1
Adventure|Animation|Comedy|Drama|Family|Fantasy|Sci-Fi,lilo & stitch,https://i.imgur.com/fan0H9k.mp4,2017,Take a ride through the life of record exec Michael Alago a gay Puerto Rican New Yorker who signed a slew of musical acts including Metallica.,115,864a00ec-8b29-4c5e-8898-83388bdff939
Comedy|Family|Fantasy,charlotte's web,https://i.imgur.com/NhenJym.mp4,2015,In 1888 Amsterdam a headstrong violin maker finds himself immersed in peril and tragedy after challenging businessmen who threaten his community.,127,67127b41-8e90-4050-a4d2-1b736d65f0f8
Action|Drama|Romance|Sci-Fi|Thriller,deep impact,https://i.imgur.com/eThziEz.mp4,2015,On the island of CuraÃ§ao an amiable scam artist angers gangsters and flees to Holland where his conscience is torn between a woman and a new scheme.,127,6b70264c-a468-4a2d-913e-f4e6452ee7e3
Action|Comedy|Crime|Thriller,red 2,https://i.imgur.com/KNgrqaP.mp4,2015,Skeptics and others discuss widely held conspiracy theories involving aliens government cover-ups secret assassinations and other intrigues.,136,e33d5e9d-293f-4bb4-9acc-7f631c397541
Comedy|Crime|Sport,the longest yard,https://i.imgur.com/xZid5oj.mp4,2008,While the housemates in the Big Brother house remain oblivious fast-moving hordes of the undead decimate the studio compound.,115,2e939309-38bf-4896-946e-dc12a2cdd945
Adventure|Animation|Comedy|Family|Fantasy|Music,alvin and the chipmunks: chipwrecked,https://i.imgur.com/xZid5oj.mp4,2014,A young mother embarks on a desperate quest for freedom when she kidnaps her 10-year-old daughter to save her from a tribal marriage.,149,9aa33d39-d096-4aa2-8b18-30b1f862fb9b
Comedy,grown ups 2,https://i.imgur.com/j3qBgq8.mp4,2009,Years after a wealthy man is healed by a rural herbalist fate lands him in the same hospital where the woman's granddaughter is treating patients.,108,d026ffd2-3555-4ee3-bf49-4d7c3cd78db2
Action|Adventure|Comedy,get smart,https://i.imgur.com/8xf630M.mp4,2008,Quirky little Figaro has a whole alphabet's worth of phobias. These wordless animated shorts follow his many fears from A to Z.,149,1e5d5677-6d84-4162-b4da-58461ed5cce7
Comedy|Drama|Romance,something's gotta give,https://i.imgur.com/SQyPd7N.mp4,2015,After a debilitating accident ends her Olympic dreams gymnast Ariana Berlin finds recovery and hope in the world of hip-hop and college athletics.,122,74aa6e4d-7940-4c08-94af-3c1170b6b6e2
Mystery|Thriller,shutter island,https://i.imgur.com/ZFFosSD.mp4,2009,An army deserter hiding out in a small coastal town becomes the coach of a youth baseball team and develops warm relationships in his new community.,140,a01d9d4b-13b5-4cdd-a8c9-9521df4aa14d
Comedy|Drama|Romance,four christmases,https://i.imgur.com/O6XpreV.mp4,2016,An ex-member charts his path from idealism to disenchantment in a California cult when alarming revelations about the group's leader come to light.,130,e781f595-0b2e-4d4c-a6db-92db91e55cec
Adventure|Animation|Comedy|Family|Sci-Fi,robots,https://i.imgur.com/K7ERYIB.mp4,2010,When laidback Ren who is about to divorce his money-crazy wife finds a time-traveling computer he decides to use it to reboot his marriage.,121,a9dc9970-10a8-478c-8ad3-930478a30e76
Action|Crime|Sci-Fi|Thriller,face/off,https://i.imgur.com/NQTuLtb.mp4,2015,Fed up with the uselessness of their degrees and swayed by a TV commercial two Spaniards head to Berlin for work but find it not quite as advertised.,118,f11f3d63-f454-49a8-92bf-fcc5116f74e4
Comedy|Family|Fantasy|Romance,bedtime stories,https://i.imgur.com/fan0H9k.mp4,2016,Undercover cameras expose public floggings executions and other brutality in Saudi Arabia and introduce those risking their own lives for change.,130,9ff72902-2eb4-44f7-9480-4100ed2ee959
Crime|Drama|Thriller,road to perdition,https://i.imgur.com/V6WMXYx.mp4,2015,Ex-con Joris returns to his Swiss hometown a community obsessed with American culture and ideals to start over and save his family's gas station.,136,aecf1a4e-4f5a-4a4f-8dea-b4464346937b
Comedy|Romance,just go with it,https://i.imgur.com/ZFFosSD.mp4,2010,Beautiful housewife Xie An Zhen seems to be living the perfect life but finds her world crumbling after learning that her husband is cheating on her.,125,146bb40b-8f3f-4a48-96c6-b02917adda4d
Action|Adventure|Crime|Drama|Sci-Fi|Thriller,daredevilÂ            ,https://i.imgur.com/TYDj9ud.mp4,2010,Libertine He-jie finds himself torn between the lovely Amanda and fiery Xiao-qian. But now he faces a new problem: arrogant rival suitor Cheng-en.,120,8b3d7ee7-44c5-4f49-8efb-00a43dd52288
Action|Crime|Thriller,con air,https://i.imgur.com/xZid5oj.mp4,2009,Jiang Chen-bo is a loser without prospects for success until a surprise promotion becomes the catalyst for his entire family's upturn in fortune.,122,89762686-2f72-464f-ba82-4771fb61ca22
Action|Mystery|Thriller,eagle eye,https://i.imgur.com/KNgrqaP.mp4,2016,A happy woman's new love is going great but she needs one thing: divorce papers from her depressed ex. To get them trickery may be in order.,110,f1ffb1e2-1564-4ebe-9fa7-b1ac57e1f5b6
Adventure|Drama|History|Romance|War,cold mountain,https://i.imgur.com/hwUzoyu.mp4,2015,Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century examining common myths about their origin.,114,7bcb2d43-1ef9-4989-9364-4da529d1d3f9
Action|Adventure|Drama|Thriller,the book of eli,https://i.imgur.com/mRz7x3g.mp4,2013,"""Last Comic Standing"" winner Iliza Shlesinger unleashes her acerbic stream-of-conscious comedy on an unsuspecting audience in her hometown of Dallas.",127,00415c88-f857-481f-a521-4a58d1ee5ba7
Comedy|Family|Sci-Fi,flubber,https://i.imgur.com/AylKL2G.mp4,2019,Wholesome college freshman Tessa Young thinks she knows what she wants out of life until she crosses paths with complicated bad boy Hardin Scott.,141,dc2d18a8-9ed2-485a-a68f-2e011bc4ce60
Fantasy|Horror|Mystery|Thriller,the haunting,https://i.imgur.com/4nlbiGT.mp4,2019,Recovering from cancer a young woman thinks sheâ€™s found a friend when she rents a room from a caring ex-doctor. But empathy soon becomes obsession.,111,32bd548c-41ef-4f7b-92bb-a003788381a9
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi|Sport,space jam,https://i.imgur.com/ZTOIYrc.mp4,2019,In this music competition show judges Tip â€œT.I.â€ Harris Cardi B and Chance the Rapper hit the streets to find the next rap superstar.,147,935fd0cd-dbf5-4f16-9f92-e6fd72b05566
Adventure|Comedy|Crime|Family|Mystery,the pink panther,https://i.imgur.com/eThziEz.mp4,2009,A determined boy will do anything to become a great soccer player despite the wishes of his grandfather.,110,b25c7029-6941-45de-a739-b8371bb929a6
Drama|Sci-Fi|Thriller,the day the earth stood still,https://i.imgur.com/NQTuLtb.mp4,2018,Arab-American comedian Mo Amer recounts his life as a refugee comic from traveling with the name Mohammed to his long path to citizenship.,147,c384e8a6-9c0f-4324-ba11-e1181e33da84
Action|Crime|Mystery|Romance|Thriller,conspiracy theory,https://i.imgur.com/62tJ58E.mp4,2016,Hoping to fulfill her deceased mother's final wish a young woman travels to Prague to deliver an old letter to a mysterious man.,142,0dbab62f-8ee3-4488-880d-191d6136b34e
Action|Drama|War,fury,https://i.imgur.com/8kisA8v.mp4,2015,Over 93 days in Ukraine what started as peaceful student demonstrations became a violent revolution and full-fledged civil rights movement.,144,d8d2a00e-94c7-49bf-af45-8b3747235cac
Action|Adventure|Comedy|Romance,six days seven nights,https://i.imgur.com/hwUzoyu.mp4,2019,"Embracing his belief that comedy is the last raw form of expression Deon Cole explains the right time to thank Jesus and the wrong time to say ""welp.""",118,21f33283-7035-480c-b489-9601ed619a38
Adventure|Animation|Comedy|Family,yogi bear,https://i.imgur.com/O6XpreV.mp4,2019,When Melvin tries to cancel Halloween clever best friends Harold and George create their own spooky holiday â€“ and it's a huge success!,143,2e51d489-d7b9-4fee-b29a-53c690b3acb0
Adventure|Animation|Family|Western,spirit: stallion of the cimarron,https://i.imgur.com/K7ERYIB.mp4,2018,Thom tells her grandson about his grandfather a sailor who left 61 years ago to seek his fortune and asks him to find out what happened to her spouse.,133,f479a836-6bfc-4846-83df-d0cc5f1f4d6e
Comedy|Family|Romance,zookeeper,https://i.imgur.com/LcqMMwG.mp4,2014,Years after the presumed death of his three sons in battle a grieving farmer journeys to Turkey to find them and return them to their homeland.,119,4ad16684-6b02-452d-a3ac-1567245bd527
Action|Adventure|Family|Sci-Fi|Thriller,lost in space,https://i.imgur.com/u24oIR1.mp4,2017,Featuring interviews concert footage and behind-the-scenes access this documentary delivers fans an all-access look at the life of Chris Brown.,122,76a982a4-e7d0-492d-b299-ddd776e814af
Drama|Mystery|Sci-Fi|Thriller,the manchurian candidate,https://i.imgur.com/LItJ5qS.mp4,2016,In this thought-provoking documentary scholars activists and politicians analyze the criminalization of African Americans and the U.S. prison boom.,128,ebe094b6-f231-406e-9ee7-be0e02eeebc7
Drama|Romance,dÃ©jÃ  vu,https://i.imgur.com/eThziEz.mp4,2016,The comic comes home to Toronto to sound off on cultural quirks kids' furniture and bathroom visits reveling in all things ridiculously human.,120,22cadbc6-734e-430f-a47d-7320929e9189
Animation|Comedy|Family|Fantasy,hotel transylvania 2,https://i.imgur.com/mRz7x3g.mp4,2016,Characters from the popular StoryBots apps for early childhood education give musical lessons on math science history behaviors emotions and more.,120,8d358f72-1c0a-4986-9970-59972d48350a
Comedy|Family|Fantasy,bewitchedÂ            ,https://i.imgur.com/V6WMXYx.mp4,2016,Besieged by overwhelming enemy forces Irish soldiers on a U.N. peacekeeping mission in Africa valiantly defend their outpost in this true story.,119,d8f2e381-3bd7-48c0-9691-db1aabc89581
Animation|Family|Fantasy|Music,fantasia 2000,https://i.imgur.com/Coz5yzb.mp4,2018,Richard accepts a bet that he can't find a companion to a friend's wedding not knowing the dating app he's using includes a 45-day contract.,136,3ffa36b2-3686-4d3f-af2b-c6c0c7c8f3b3
Action|Adventure|Sci-Fi,the time machine,https://i.imgur.com/HtjzC5p.mp4,2015,A lottery ticket salesperson faces an ethical dilemma after setting aside a soon-to-be winning ticket for a customer to pick up and pay for later.,127,c5e686ec-9fb2-4f2e-8ac2-5aa50907473c
Action|Adventure|Family|Fantasy|Thriller,mighty joe young,https://i.imgur.com/NQTuLtb.mp4,2018,Two teenagers step into a secret closet and emerge in a terrifying alternate reality. They must find their way back before the door shuts forever.,143,be246d72-7ea6-4032-8061-60e5023abdf5
Action|Crime|Thriller,swordfish,https://i.imgur.com/AARIL26.mp4,2017,In the midst of a field exercise operating I-Machines Alliance Academy student Maya Mikuri is thrown into an entirely different kind of adventure.,122,2059fb59-0581-47eb-8060-031422fd3550
Action|Adventure|Western,the legend of zorro,https://i.imgur.com/BR9EUGh.mp4,2017,Two mismatched archaeologists battle a team of vicious mercenaries in a race to discover an ancient Tibetan treasure of unimaginable worth.,127,5dfeda56-95a5-407f-914b-2ce6a1530894
Drama|Fantasy|Romance,what dreams may come,https://i.imgur.com/8kisA8v.mp4,2017,As she fights the tide of violence against trans women activist Victoria Cruz probes the suspicious 1992 death of her friend Marsha P. Johnson.,114,bc5daa38-44c5-4c45-a586-b67e9b595dc3
Comedy|Fantasy,little nicky,https://i.imgur.com/LcqMMwG.mp4,2019,When mythical creatures come to life it's up to Leo Teodora Don AndrÃ©s and Alebrije â€“ super-secret monster hunters â€“ to save the day.,132,671d29e0-4a0e-470c-9ec1-a4f022690054
Action|Adventure|Comedy|Fantasy|Thriller,the brothers grimm,https://i.imgur.com/0RworbR.mp4,2019,At the end of the Goryeo period there were those who led the charge to proclaim a new age â€“ and the ordinary individuals who risked everything.,121,a6fbc751-7024-4180-8881-13221203426d
Action|Comedy|Sci-Fi,mars attacks!,https://i.imgur.com/K7ERYIB.mp4,2019,"When he lands the lead in his Christian school's production of ""The Merchant of Venice"" a secretly gay student is bullied by wealthy upperclassmen.",110,a7670738-9474-406a-8cbb-adc4be1adbf0
Drama|Horror|Mystery|Sci-Fi,evolution,https://i.imgur.com/0RworbR.mp4,2014,After witnessing a childâ€™s death during a violent clash a former soccer player launches a youth team to help local kids avoid further bloodshed.,147,b22cc2cd-889c-493d-b7b5-35dffe384867
Action|Adventure|Drama|Thriller,the edge,https://i.imgur.com/K7ERYIB.mp4,2018,Snatching trophies. Getting gorgeous. Turning it up. Alyssa Edwards rules the dance studio by day â€“ and the drag world by night.,118,b2193a2f-d40c-41bf-b70f-4951134f6721
Action|Sci-Fi|Thriller,surrogates,https://i.imgur.com/LZhcDdp.mp4,2016,In 1950s Makassar the life of a devoted mother is upended when another woman enters her husband's life.,115,36a677ee-114e-4149-b352-a3c779de231b
Drama|History|Thriller,thirteen days,https://i.imgur.com/W3fTtFS.mp4,2018,Interviews with scholars and dramatic reenactments bring to life the origins and history-making achievements of the world's greatest ancient empires.,109,600eaa44-0043-4a98-81ca-5dcdb6f8a4e4
Action|Adventure|Drama|Thriller,daylight,https://i.imgur.com/NhenJym.mp4,2018,War looms over the kingdom of Neunatia where two young women are both burdened and blessed by the power of song.,141,94c0f763-6909-409b-8db7-784d3bb4e667
Adventure|Animation|Family,walking with dinosaurs 3d,https://i.imgur.com/KNgrqaP.mp4,2018,A brother-sister team who fake paranormal encounters for cash get more than they bargained for when a job at a haunted estate turns very very real.,148,9e6b61b3-6dfb-41dd-89e0-fbf8a7ed3c00
Action|Adventure|Sci-Fi,battlefield earth,https://i.imgur.com/YdhTLqF.mp4,2018,Struggling to conceive a couple in their 40s are almost out of options â€“ until a sliver of hope arrives in the form of their visiting step-niece.,125,d04f5be8-0296-45ed-9a8d-974771f68f85
Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,looney tunes: back in action,https://i.imgur.com/62tJ58E.mp4,2018,The Super Monsters use their powers to get their neighbors in the Halloween spirit then help a nervous friend see there's nothing to be afraid of.,128,946f127c-3fbd-46d4-9825-125004d03a96
Drama|Musical|Romance,nine,https://i.imgur.com/hwUzoyu.mp4,2018,K-pop star Seungri BIGBANG's youngest member tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.,140,103544ac-b50a-478c-8c63-d3f2965c30ce
Action|Adventure|Sci-Fi,timeline,https://i.imgur.com/NhenJym.mp4,2016,When he discovers the world's oceans brimming with plastic waste a documentary filmmaker investigates the pollution's environmental impacts.,148,56c8d0ea-d3b0-45f8-9435-145728889158
Action|Adventure|Drama|Sci-Fi,the postman,https://i.imgur.com/NhenJym.mp4,2015,When he discovers the world's oceans brimming with plastic waste a documentary filmmaker investigates the pollution's environmental impacts.,150,fa1ba0cc-1af0-4937-bc32-e711c466e009
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
